# module=highfre644
# component=frequency_window
# transition_family=bohr
# alpha=2.9999999999999999e-01
# bh_spin=6.9999999999999996e-01
# cloud_mass_fraction=5.0000000000000001e-03
# redshift=0.0000000000000000e+00
# luminosity_distance_m=3.0856775814913671e+19
# primary_mass_msun=1.0000000000000000e+00
# secondary_mass_msun=1.0000000000000002e-02
# transition_frequency_obs_hz=5.3809271737277893e+00
# time_frame=source_and_observer
# columns=t_source_s t_obs_s t_rel_obs_s h_backreacted_binary h_axion h_total h_pure_binary_template overlap_abs eccentricity mean_anomaly
1.124636012090252052e+03 1.124636012090252052e+03 2.487741340674051571e+01 -8.119250990955963895e-21 -1.428263050739690756e-22 -8.262077296029932312e-21 2.396729093166401293e-21 4.886247549567114268e-01 5.480827462797182026e-01 3.732278352389792417e+04
1.124637512944730588e+03 1.124637512944730588e+03 2.487891426121905170e+01 -7.649842707103264880e-21 -1.432532498272155902e-22 -7.793095956930480752e-21 2.397696906355206685e-21 4.886232657518413958e-01 5.480827310164820831e-01 3.732284896880394808e+04
1.124639013799208897e+03 1.124639013799208897e+03 2.488041511569736031e+01 -7.065469860851885351e-21 -1.433105443017466722e-22 -7.208780405153631929e-21 2.395027467648871573e-21 4.886217973499205058e-01 5.480827157532459637e-01 3.732291441370995744e+04
1.124640514653687433e+03 1.124640514653687433e+03 2.488191597017589629e+01 -6.424542775372842941e-21 -1.429980427981482948e-22 -6.567540818170991024e-21 2.388713488334950670e-21 4.886203497512761618e-01 5.480827004900098443e-01 3.732297985861598136e+04
1.124642015508165741e+03 1.124642015508165741e+03 2.488341682465420490e+01 -5.764407608892514312e-21 -1.423165537693479763e-22 -5.906724162661862571e-21 2.378737704900140565e-21 4.886189229562363789e-01 5.480826852267737248e-01 3.732304530352199799e+04
1.124643516362644050e+03 1.124643516362644050e+03 2.488491767913251351e+01 -5.108462420298067647e-21 -1.412678377297310040e-22 -5.249730258027798604e-21 2.365072765953283165e-21 4.886175169651279515e-01 5.480826699635376054e-01 3.732311074842800735e+04
1.124645017217122586e+03 1.124645017217122586e+03 2.488641853361104950e+01 -4.470964414957549900e-21 -1.398546027068517946e-22 -4.610819017664401483e-21 2.347681052488867704e-21 4.886161317782772850e-01 5.480826547003015969e-01 3.732317619333403127e+04
1.124646518071600894e+03 1.124646518071600894e+03 2.488791938808935811e+01 -3.860222434650273927e-21 -1.380804972514666688e-22 -3.998302931901740878e-21 2.326514429437753375e-21 4.886147673960111737e-01 5.480826394370654775e-01 3.732324163824004791e+04
1.124648018926079430e+03 1.124648018926079430e+03 2.488942024256789409e+01 -3.280700267663542014e-21 -1.359501010161364955e-22 -3.416650368679678533e-21 2.301513925736367137e-21 4.886134238186550238e-01 5.480826241738293580e-01 3.732330708314607182e+04
1.124649519780557739e+03 1.124649519780557739e+03 2.489092109704620270e+01 -2.734397904798232286e-21 -1.334689129368310328e-22 -2.867866817735063437e-21 2.272609339295493740e-21 4.886121010465345749e-01 5.480826089105932386e-01 3.732337252805208118e+04
1.124651020635036048e+03 1.124651020635036048e+03 2.489242195152451131e+01 -2.221757669887243188e-21 -1.306433370396758024e-22 -2.352401006926918967e-21 2.239718762358190622e-21 4.886107990799747336e-01 5.480825936473571192e-01 3.732343797295809782e+04
1.124652521489514584e+03 1.124652521489514584e+03 2.489392280600304730e+01 -1.742258360826442914e-21 -1.274806659113931029e-22 -1.869739026737836017e-21 2.202748021843106091e-21 4.886095179192997406e-01 5.480825783841209997e-01 3.732350341786412173e+04
1.124654022343992892e+03 1.124654022343992892e+03 2.489542366048135591e+01 -1.294804357429672370e-21 -1.239890618840194612e-22 -1.418793419313691760e-21 2.161590028248891324e-21 4.886082575648343918e-01 5.480825631208848803e-01 3.732356886277013837e+04
1.124655523198471428e+03 1.124655523198471428e+03 2.489692451495989189e+01 -8.779796959106916046e-22 -1.201775359640099737e-22 -9.981572318747014842e-22 2.116124025402826897e-21 4.886070180169018728e-01 5.480825478576487608e-01 3.732363430767615500e+04
1.124657024052949737e+03 1.124657024052949737e+03 2.489842536943820051e+01 -4.902129873617552684e-22 -1.160559245867117638e-22 -6.062689119484670557e-22 2.066214732516955272e-21 4.886057992758258139e-01 5.480825325944126414e-01 3.732369975258217164e+04
1.124658524907428273e+03 1.124658524907428273e+03 2.489992622391673649e+01 -1.298833428557007089e-22 -1.116348642245863063e-22 -2.415182070802870151e-22 2.011711368171920962e-21 4.886046013419289569e-01 5.480825173311765219e-01 3.732376519748819555e+04
1.124660025761906581e+03 1.124660025761906581e+03 2.490142707839504510e+01 2.046127819407820710e-22 -1.069257639495586652e-22 9.768701799122340577e-23 1.952446544822539429e-21 4.886034242155342100e-01 5.480825020679404025e-01 3.732383064239421219e+04
1.124661526616384890e+03 1.124661526616384890e+03 2.490292793287335371e+01 5.148206221117357087e-22 -1.019407759833291226e-22 4.128798461284066096e-22 1.888235020505236094e-21 4.886022678969633715e-01 5.480824868047043941e-01 3.732389608730022155e+04
1.124663027470863426e+03 1.124663027470863426e+03 2.490442878735188970e+01 8.022032310415667823e-22 -9.669276434693289447e-23 7.055104666946339113e-22 1.818872292802545711e-21 4.886011323865379063e-01 5.480824715414682746e-01 3.732396153220624547e+04
1.124664528325341735e+03 1.124664528325341735e+03 2.490592964183019831e+01 1.068128830807884637e-21 -9.119527166438415630e-23 9.769335591435005043e-22 1.744133018153164393e-21 4.886000176845795573e-01 5.480824562782321552e-01 3.732402697711226210e+04
1.124666029179820271e+03 1.124666029179820271e+03 2.490743049630873429e+01 1.313865456031270541e-21 -8.546248421471191694e-23 1.228402971816558648e-21 1.663769237532637594e-21 4.885989237914086236e-01 5.480824410149960357e-01 3.732409242201828602e+04
